一个顶俩 yi'ge'ding'lia
富贵吉祥 fu'gui'ji'xiang
爱国统一战线 ai'guo'tong'yi'zhan'xian
上方宝剑 shang'fang'bao'jian
再造之恩 zai'zao'zhi'en
同声相应 tong'sheng'xiang'ying
四海升平 si'hai'sheng'ping
无后为大 wu'hou'wei'da
择善固执 ze'shan'gu'zhi
按劳付酬 an'lao'fu'chou
法不容情 fa'bu'rong'qing
杀人不过头点地 sha'ren'bu'guo'tou'dian'di
不得不然 bu'de'bu'ran
举止言谈 ju'zhi'yan'tan
如坐春风 ru'zuo'chun'feng
忽隐忽现 hu'yin'hu'xian
大相迳庭 da'xiang'jing'ting
淳化阁帖 chun'hua'ge'tie
粗眉大眼 cu'mei'da'yan
半文半白 ban'wen'ban'bai
成也萧何败萧何 cheng'ye'xiao'he'bai'xiao'he
求才若渴 qiu'cai'ruo'ke
允文允武 yun'wen'yun'wu
百川归海 bai'chuan'gui'hai
杳无人烟 yao'wu'ren'yan
小时了了 xiao'shi'le'le
沧海遗珠 cang'hai'yi'zhu
分兵把守 fen'bing'ba'shou
棋逢敌手 qi'feng'di'shou
明人不做暗事 ming'ren'bu'zuo'an'shi
层层深入 ceng'ceng'shen'ru
并无此事 bing'wu'ci'shi
胜不骄败不馁 sheng'bu'jiao'bai'bu'nei
小题大作 xiao'ti'da'zuo
勾勾搭搭 gou'gou'da'da
迎神赛会 ying'shen'sai'hui
互敬互爱 hu'jing'hu'ai
纳头便拜 na'tou'bian'bai
权倾朝野 quan'qing'chao'ye
蚍蜉撼大树 pi'fu'han'da'shu
微风习习 wei'feng'xi'xi
赶不上趟 gan'bu'shang'tang
说东道西 shuo'dong'dao'xi
有增无已 you'zeng'wu'yi
出师未捷 chu'shi'wei'jie
连蹦带跳 lian'beng'dai'tiao
剥茧抽丝 bo'jian'chou'si
神闲气定 shen'xian'qi'ding
逞强好胜 cheng'qiang'hao'sheng
血气之勇 xue'qi'zhi'yong
恰如其份 qia'ru'qi'fen
亮亮堂堂 liang'liang'tang'tang
白吃白喝 bai'chi'bai'he
无间地狱 wu'jian'di'yu
阳关三叠 yang'guan'san'die
防御姿态 fang'yu'zi'tai
穷愁潦倒 qiong'chou'lao'dao
土头土脑 tu'tou'tu'nao
现炒现卖 xian'chao'xian'mai
忠孝两全 zhong'xiao'liang'quan
以人为镜 yi'ren'wei'jing
躬逢其盛 gong'feng'qi'sheng
横蛮无理 heng'man'wu'li
待机而动 dai'ji'er'dong
原地待命 yuan'di'dai'ming
心中没底 xin'zhong'mei'di
木兰从军 mu'lan'cong'jun
相顾失色 xiang'gu'shi'se
三月不知肉味 san'yue'bu'zhi'rou'wei
久旱逢甘雨 jiu'han'feng'gan'yu
一己之见 yi'ji'zhi'jian
犀牛望月 xi'niu'wang'yue
追根问底 zhui'gen'wen'di
好学不倦 hao'xue'bu'juan
老牛拉破车 lao'niu'la'po'che
饱汉不知饿汉饥 bao'han'bu'zhi'e'han'ji
反弹琵琶 fan'dan'pi'pa
水光山色 shui'guang'shan'se
无所不容 wu'suo'bu'rong
是非口舌 shi'fei'kou'she
声名扫地 sheng'ming'sao'di
三湘四水 san'xiang'si'shui
激昂慷慨 ji'ang'kang'kai
龙战于野 long'zhan'yu'ye
不打无准备之仗 bu'da'wu'zhun'bei'zhi'zhang
如见其人 ru'jian'qi'ren
金声玉振 jin'sheng'yu'zhen
锦衣夜行 jin'yi'ye'xing
疑心生暗鬼 yi'xin'sheng'an'gui
大轰大嗡 da'hong'da'weng
三十二相 san'shi'er'xiang
浪遏飞舟 lang'e'fei'zhou
踌躇不定 chou'chu'bu'ding
史不绝书 shi'bu'jue'shu
一目瞭然 yi'mu'liao'ran
欧风美雨 ou'feng'mei'yu
假一罚十 jia'yi'fa'shi
天地之别 tian'di'zhi'bie
保持镇静 bao'chi'zhen'jing
身家清白 shen'jia'qing'bai
毫无动静 hao'wu'dong'jing
五口通商 wu'kou'tong'shang
小心求证 xiao'xin'qiu'zheng
出没无常 chu'mei'wu'chang
烟花柳巷 yan'hua'liu'xiang
滔天大祸 tao'tian'da'huo
天下大势 tian'xia'da'shi
其实难副 qi'shi'nan'fu
割袍断义 ge'pao'duan'yi
不值一哂 bu'zhi'yi'shen
心口如一 xin'kou'ru'yi
同是天涯沦落人 tong'shi'tian'ya'lun'luo'ren
宝马香车 bao'ma'xiang'che
道路以目 dao'lu'yi'mu
历历可数 li'li'ke'shu
裁弯取直 cai'wan'qu'zhi
奴颜媚骨 nu'yan'mei'gu
恕不奉陪 shu'bu'feng'pei
孤儿寡妇 gu'r'gua'fu
命丧黄泉 ming'sang'huang'quan
横行不法 heng'xing'bu'fa
铁面无情 tie'mian'wu'qing
一时之选 yi'shi'zhi'xuan
丢车保帅 diu'che'bao'shuai
永生不灭 yong'sheng'bu'mie
弃政从商 qi'zheng'cong'shang
覆巢之下无完卵 fu'chao'zhi'xia'wu'wan'luan
顺水行舟 shun'shui'xing'zhou
山南海北 shan'nan'hai'bei
下自成蹊 xia'zi'cheng'qi
莫此为甚 mo'ci'wei'shen
煞费心机 sha'fei'xin'ji
碧落黄泉 bi'luo'huang'quan
流落江湖 liu'luo'jiang'hu
稗官野史 bai'guan'ye'shi
安邦定国 an'bang'ding'guo
天从人愿 tian'cong'ren'yuan
一灯如豆 yi'deng'ru'dou
缚手缚脚 fu'shou'fu'jiao
羞恶之心 xiu'e'zhi'xin
干活不累 gan'huo'bu'lei
医巫闾山 yi'wu'lv'shan
就坡下驴 jiu'po'xia'lv
果实累累 guo'shi'lei'lei
谣言满天飞 yao'yan'man'tian'fei
羊肠小径 yang'chang'xiao'jing
各表一枝 ge'biao'yi'zhi
盲人瞎马 mang'ren'xia'ma
火上添油 huo'shang'tian'you
吹弹可破 chui'dan'ke'po
一切向钱看 yi'qie'xiang'qian'kan
私设公堂 si'she'gong'tang
雷峰夕照 lei'feng'xi'zhao
极目四望 ji'mu'si'wang
擎天一柱 qing'tian'yi'zhu
始终不懈 shi'zhong'bu'xie
龙虎风云 long'hu'feng'yun
一无所能 yi'wu'suo'neng
人为刀俎 ren'wei'dao'zu
窃国者侯 qie'guo'zhe'hou
强中更有强中手 qiang'zhong'geng'you'qiang'zhong'shou
付诸一炬 fu'zhu'yi'ju
寓情于景 yu'qing'yu'jing
口直心快 kou'zhi'xin'kuai
谬种流传 miu'zhong'liu'chuan
年高德劭 nian'gao'de'shao
其来有自 qi'lai'you'zi
竹报平安 zhu'bao'ping'an
血性男儿 xue'xing'nan'r
风大浪高 feng'da'lang'gao
横无际涯 heng'wu'ji'ya
福地洞天 fu'di'dong'tian
饭后百步走 fan'hou'bai'bu'zou
缓不济急 huan'bu'ji'ji
目无王法 mu'wu'wang'fa
有隙可乘 you'xi'ke'cheng
穷街陋巷 qiong'jie'lou'xiang
上书言事 shang'shu'yan'shi
露水夫妻 lu'shui'fu'qi
问罪之师 wen'zui'zhi'shi
玲珑小巧 ling'long'xiao'qiao
瞠乎其后 cheng'hu'qi'hou
众妙之门 zhong'miao'zhi'men
独臂将军 du'bi'jiang'jun
劳其筋骨 lao'qi'jin'gu
皓月当空 hao'yue'dang'kong
嘁嘁喳喳 qi'qi'cha'cha
一山难容二虎 yi'shan'nan'rong'er'hu
缄默不言 jian'mo'bu'yan
夫子自道 fu'zi'zi'dao
打渔杀家 da'yu'sha'jia
流言止于智者 liu'yan'zhi'yu'zhi'zhe
神道设教 shen'dao'she'jiao
长城万里 zhang'cheng'wan'li
稳若泰山 wen'ruo'tai'shan
深山大泽 shen'shan'da'ze
碰一鼻子灰 peng'yi'bi'zi'hui
白璧微瑕 bai'bi'wei'xia
只见树木不见森林 zhi'jian'shu'mu'bu'jian'sen'lin
如是而已 ru'shi'er'yi
七弯八拐 qi'wan'ba'guai
三分天下有其二 san'fen'tian'xia'you'qi'er
无关重要 wu'guan'zhong'yao
苍山如海 cang'shan'ru'hai
震慑人心 zhen'she'ren'xin
君子报仇 jun'zi'bao'chou
好事连连 hao'shi'lian'lian
雀跃不已 que'yue'bu'yi
开元之治 kai'yuan'zhi'zhi
屡战屡胜 lv'zhan'lv'sheng
相忘于江湖 xiang'wang'yu'jiang'hu
寓意深长 yu'yi'shen'zhang
危急存亡之秋 wei'ji'cun'wang'zhi'qiu
昼伏夜行 zhou'fu'ye'xing
沉思默想 chen'si'mo'xiang
临阵退缩 lin'zhen'tui'suo
破格录用 po'ge'lu'yong
倒果为因 dao'guo'wei'yin
失不再来 shi'bu'zai'lai
河水不犯井水 he'shui'bu'fan'jing'shui
赵钱孙李 zhao'qian'sun'li
不自由毋宁死 bu'zi'you'wu'ning'si
舍己为公 she'ji'wei'gong
涕泗横流 ti'si'heng'liu
计上心头 ji'shang'xin'tou
积毁销骨 ji'hui'xiao'gu
非同儿戏 fei'tong'r'xi
忧形于色 you'xing'yu'se
扑天盖地 pu'tian'gai'di
举世皆知 ju'shi'jie'zhi
悔之莫及 hui'zhi'mo'ji
解铃还需系铃人 jie'ling'hai'xu'xi'ling'ren
喊冤叫屈 han'yuan'jiao'qu
过目成诵 guo'mu'cheng'song
小姑独处 xiao'gu'du'chu
天随人愿 tian'sui'ren'yuan
杀人劫财 sha'ren'jie'cai
耳目众多 er'mu'zhong'duo
洗脚上田 xi'jiao'shang'tian
海底捞针 hai'di'lao'zhen
窥豹一斑 kui'bao'yi'ban
远水难救近火 yuan'shui'nan'jiu'jin'huo
赏罚严明 shang'fa'yan'ming
相煎何急 xiang'jian'he'ji
若烹小鲜 ruo'peng'xiao'xian
人穷志不穷 ren'qiong'zhi'bu'qiong
天子门生 tian'zi'men'sheng
创造发明 chuangzao'zao'fa'ming
受命于天 shou'ming'yu'tian
敷衍搪塞 fu'yan'tang'sai
山高水远 shan'gao'shui'yuan
生米做成熟饭 sheng'mi'zuo'cheng'shu'fan
拜把兄弟 bai'ba'xiong'di
仁者乐山 ren'zhe'le'shan
行成于思 xing'cheng'yu'si
柔肠百结 rou'chang'bai'jie
吹胡子瞪眼睛 chui'hu'zi'deng'yan'jing
引咎自责 yin'jiu'zi'ze
开门揖盗 kai'men'yi'dao
众口一辞 zhong'kou'yi'ci
名声扫地 ming'sheng'sao'di
不以为怪 bu'yi'wei'guai
及笄之年 ji'ji'zhi'nian
野性难驯 ye'xing'nan'xun
孤苦零丁 gu'ku'ling'ding
以勤补拙 yi'qin'bu'zhuo
装点一新 zhuang''yi'xin
夹枪带棒 jia'qiang'dai'bang
出卖灵魂 chu'mai'ling'hun
协力同心 xie'li'tong'xin
水月镜花 shui'yue'jing'hua
确信无疑 que'xin'wu'yi
敢怒敢言 gan'nu'gan'yan
难登大雅之堂 nan'deng'da'ya'zhi'tang
支吾其词 zhi'wu'qi'ci
闷声闷气 men'sheng'men'qi
梦笔生花 meng'bi'sheng'hua
凿壁偷光 zao'bi'tou'guang
智勇兼备 zhi'yong'jian'bei
鹤林玉露 he'lin'yu'lu
恨入骨髓 hen'ru'gu'sui
低头认罪 di'tou'ren'zui
苟全性命 gou'quan'xing'ming
好奇害死猫 hao'qi'hai'si'mao
秉烛夜游 bing'zhu'ye'you
和衣而睡 he'yi'er'shui
舐犊之情 shi'du'zhi'qing
以绝后患 yi'jue'hou'huan
御敌于国门之外 yu'di'yu'guo'men'zhi'wai
傲然挺立 ao'ran'ting'li
萋萋芳草 qi'qi'fang'cao
神采焕发 shen'cai'huan'fa
奸夫淫妇 jian'fu'yin'fu
习焉不察 xi'yan'bu'cha
出言无状 chu'yan'wu'zhuang
盈盈一水 ying'ying'yi'shui
上梁不正 shang'liang'bu'zheng
大肆挥霍 da'si'hui'huo
梳洗打扮 shu'xi'da'ban
偷香窃玉 tou'xiang'qie'yu
中看不中吃 zhong'kan'bu'zhong'chi
阿谀逢迎 a'yu'feng'ying
耳目喉舌 er'mu'hou'she
情不自已 qing'bu'zi'yi
一分耕耘 yi'fen'geng'yun
碧草如茵 bi'cao'ru'yin
同出一辙 tong'chu'yi'zhe
一手包揽 yi'shou'bao'lan
肉眼凡胎 rou'yan'fan'tai
姑妄言之 gu'wang'yan'zhi
音容宛在 yin'rong'wan'zai
后悔不及 hou'hui'bu'ji
豪杰之士 hao'jie'zhi'shi
大人先生 da'ren'xian'sheng
东岳大帝 dong'yue'da'di
千金之躯 qian'jin'zhi'qu
官僚政治 guan'liao'zheng'zhi
养儿方知父母恩 yang'r'fang'zhi'fu'mu'en
足以自豪 zu'yi'zi'hao
无根之木 wu'gen'zhi'mu
哄然大笑 hong'ran'da'xiao
坐困愁城 zuo'kun'chou'cheng
贵不可言 gui'bu'ke'yan
向隅而泣 xiang'yu'er'qi
精诚所至 jing'cheng'suo'zhi
天理昭昭 tian'li'zhao'zhao
地覆天翻 di'fu'tian'fan
曲尽其妙 qu'jin'qi'miao
广征博引 guang'zheng'bo'yin
幕天席地 mu'tian'xi'di
漫天飞雪 man'tian'fei'xue
天下本无事 tian'xia'ben'wu'shi
草草收兵 cao'cao'shou'bing
逆我者亡 ni'wo'zhe'wang
门禁森严 men'jin'sen'yan
有进无出 you'jin'wu'chu
面有菜色 mian'you'cai'se
诛心之论 zhu'xin'zhi'lun
有行无市 you'xing'wu'shi
逆水行舟不进则退 ni'shui'xing'zhou'bu'jin'ze'tui
不改初衷 bu'gai'chu'zhong
寸金难买寸光阴 cun'jin'nan'mai'cun'guang'yin
故技重演 gu'ji'zhong'yan
以其昏昏 yi'qi'hun'hun
悱恻缠绵 fei'ce'chan'mian
各霸一方 ge'ba'yi'fang
人多口杂 ren'duo'kou'za
门生故吏 men'sheng'gu'li
拈花一笑 nian'hua'yi'xiao
心腹之人 xin'fu'zhi'ren
亦复如此 yi'fu'ru'ci
大中至正 da'zhong'zhi'zheng
六出祁山 liu'chu'qi'shan
千里送鹅毛 qian'li'song'e'mao
力不能及 li'bu'neng'ji
无边无涯 wu'bian'wu'ya
令人齿冷 ling'ren'chi'leng
病来如山倒 bing'lai'ru'shan'dao
显露端倪 xian'lu'duan'ni
鸡鸣犬吠 ji'ming'quan'fei
暴露目标 bao'lu'mu'biao
命里有时终须有 ming'li'you'shi'zhong'xu'you
悲观厌世 bei'guan'yan'shi
金马碧鸡 jin'ma'bi'ji
百媚千娇 bai'mei'qian'jiao
出师有名 chu'shi'you'ming
知其不可而为之 zhi'qi'bu'ke'er'wei'zhi
动魄惊心 dong'po'jing'xin
置身世外 zhi'shen'shi'wai
声势汹汹 sheng'shi'xiong'xiong
自始自终 zi'shi'zi'zhong
无言可答 wu'yan'ke'da
红刀子出 hong'dao'zi'chu
势成水火 shi'cheng'shui'huo
二十四时 er'shi'si'shi
有力无处使 you'li'wu'chu'shi
人单势孤 ren'dan'shi'gu
不蔓不枝 bu'man'bu'zhi
绝路逢生 jue'lu'feng'sheng
万恶淫为首 wan'e'yin'wei'shou
马上封侯 ma'shang'feng'hou
七擒七纵 qi'qin'qi'zong
勇敢善战 yong'gan'shan'zhan
空无所有 kong'wu'suo'you
发祥之地 fa'xiang'zhi'di
卖友求荣 mai'you'qiu'rong
人欲横流 ren'yu'heng'liu
厚今薄古 hou'jin'bao'gu
人命官司 ren'ming'guan'si
杳无踪影 yao'wu'zong'ying
无头公案 wu'tou'gong'an
唯妙唯肖 wei'miao'wei'xiao
千金一诺 qian'jin'yi'nuo
大伤元气 da'shang'yuan'qi
脱缰之马 tuo'jiang'zhi'ma
残暴不仁 can'bao'bu'ren
丰姿绰约 feng'zi'chao'yue
不臣之心 bu'chen'zhi'xin
忠厚长者 zhong'hou'zhang'zhe
福寿双全 fu'shou'shuang'
香草美人 xiang'cao'mei'ren
不落人后 bu'luo'ren'hou
惠而不费 hui'er'bu'fei
白刀子进 bai'dao'zi'jin
井井有序 jing'jing'you'xu
入幕之宾 ru'mu'zhi'bin
不可造次 bu'ke'zao'ci
酗酒滋事 xu'jiu'zi'shi
暴戾之气 bao'li'zhi'qi
个中好手 ge'zhong'hao'shou
春风一度 chun'feng'yi'du
顿足捶胸 dun'zu'chui'xiong
畏之如虎 wei'zhi'ru'hu
众寡不敌 zhong'gua'bu'di
穷理尽性 qiong'li'jin'xing
罚当其罪 fa'dang'qi'zui
鱼贯而行 yu'guan'er'xing
失之东隅收之桑榆 shi'zhi'dong'yu'shou'zhi'sang'yu
急赤白脸 ji'chi'bai'lian
画栋雕梁 hua'dong'diao'liang
大象无形 da'xiang'wu'xing
十冬腊月 shi'dong'la'yue
一手托两家 yi'shou'tuo'liang'jia
一杯浊酒 yi'bei'zhuo'jiu
怆然泪下 chuangran'ran'lei'xia
云遮雾罩 yun'zhe'wu'zhao
家丑外扬 jia'chou'wai'yang
末日来临 mo'ri'lai'lin
虎毒不食子 hu'du'bu'shi'zi
抛头颅洒热血 pao'tou'lu'sa're'xue
凝神屏息 ning'shen'ping'xi
王公大人 wang'gong'da'ren
一匡天下 yi'kuang'tian'xia
三口两口 san'kou'liang'kou
走方郎中 zou'fang'lang'zhong
千载一时 qian'zai'yi'shi
二十四桥 er'shi'si'qiao
不尚空谈 bu'shang'kong'tan
红颜白发 hong'yan'bai'fa
山高路陡 shan'gao'lu'dou
通灵宝玉 tong'ling'bao'yu
源源本本 yuan'yuan'ben'ben
海阔天高 hai'kuo'tian'gao
人赃并获 ren'zang'bing'huo
月华如水 yue'hua'ru'shui
妥妥帖帖 tuo'tuo'tie'tie
蜜里调油 mi'li'diao'you
举世无匹 ju'shi'wu'pi
放下屠刀立地成佛 fang'xia'tu'dao'li'di'cheng'fu
百万雄兵 bai'wan'xiong'bing
吹气如兰 chui'qi'ru'lan
浓荫蔽日 nong'yin'bi'ri
断绝来往 duan'jue'lai'wang
恍如梦境 huang'ru'meng'jing
浮一大白 fu'yi'da'bai
决不罢休 jue'bu'ba'xiu
二人同心 er'ren'tong'xin
城乡结合 cheng'xiang'jie'he
妙想天开 miao'xiang'tian'kai
吉凶未卜 ji'xiong'wei'bo
披沙拣金 pi'sha'jian'jin
池北偶谈 chi'bei'ou'tan
夜不成寐 ye'bu'cheng'mei
观者如云 guan'zhe'ru'yun
绳锯木断 sheng'ju'mu'duan
一败再败 yi'bai'zai'bai
天无二日 tian'wu'er'ri
一哭二闹三上吊 yi'ku'er'nao'san'shang'diao
魏晋风度 wei'jin'feng'du
竖子成名 shu'zi'cheng'ming
为之奈何 wei'zhi'nai'he
秋风落叶 qiu'feng'luo'ye
六畜兴旺 liu'chu'xing'wang
自相践踏 zi'xiang'jian'ta
愁眉紧锁 chou'mei'jin'suo
长眠不醒 zhang'mian'bu'xing
地痞流氓 di'pi'liu'mang
绝代艳后 jue'dai'yan'hou
柳毅传书 liu'yi'chuan'shu
抵抗到底 di'kang'dao'di
操劳过度 cao'lao'guo'du
略施小计 e'shi'xiao'ji
疑云密布 yi'yun'mi'bu
似有若无 shi'you'ruo'wu
气冲霄汉 qi'chong'xiao'han
一刀一枪 yi'dao'yi'qiang
图穷匕现 tu'qiong'bi'xian
墨守陈规 mo'shou'chen'gui
一代风流 yi'dai'feng'liu
狗胆包天 gou'dan'bao'tian
自有留人处 zi'you'liu'ren'chu
前人栽树 qian'ren'zai'shu
退缩不前 tui'suo'bu'qian
美满姻缘 mei'man'yin'yuan
吱吱嘎嘎 zhi'zhi'ga'ga
至死方休 zhi'si'fang'xiu
春雨贵如油 chun'yu'gui'ru'you
吃饱了撑的 chi'bao'le'cheng'de
私定终身 si'ding'zhong'shen
长盛同智 zhang'sheng'tong'zhi
惊慌不安 jing'huang'bu'an
有劳有逸 you'lao'you'yi
寓意深远 yu'yi'shen'yuan
惘然若失 wang'ran'ruo'shi
徒劳往返 tu'lao'wang'fan
袒胸露臂 tan'xiong'lu'bi
余音缭绕 yu'yin'liao'rao
白衣秀士 bai'yi'xiu'shi
笼而统之 long'er'tong'zhi
平沙落雁 ping'sha'luo'yan
不良于行 bu'liang'yu'xing
残破不全 can'po'bu'quan
呢喃细语 ne'nan'xi'yu
三分钟热度 san'fen'zhong're'du
缩衣节食 suo'yi'jie'shi
艳如桃李 yan'ru'tao'li
上天无路 shang'tian'wu'lu
并肩前进 bing'jian'qian'jin
前车可鉴 qian'che'ke'jian
吃定心丸 chi'ding'xin'wan
陈腔滥调 chen'qiang'lan'diao
相逢恨晚 xiang'feng'hen'wan
分外妖娆 fen'wai'yao'rao
刻薄寡恩 ke'bao'gua'en
青枝绿叶 qing'zhi'lv'ye
亲临其境 qin'lin'qi'jing
双眉紧锁 shuangmei'mei'jin'suo
甚于防川 shen'yu'fang'chuan
诲淫诲盗 hui'yin'hui'dao
安如泰山 an'ru'tai'shan
鬼哭神号 gui'ku'shen'hao
五星连珠 wu'xing'lian'zhu
一身是胆 yi'shen'shi'dan
风吹草低 feng'chui'cao'di
大块文章 da'kuai'wen'zhang
天香国色 tian'xiang'guo'se
轻装简从 qing'zhuang''cong
趋之如骛 qu'zhi'ru'wu
有耻且格 you'chi'qie'ge
杀伐决断 sha'fa'jue'duan
诺诺连声 nuo'nuo'lian'sheng
亦可覆舟 yi'ke'fu'zhou
枝枝节节 zhi'zhi'jie'jie
长江天堑 zhang'jiang'tian'qian
方面大耳 fang'mian'da'er
无敌天下 wu'di'tian'xia
风和日暖 feng'he'ri'nuan
玉树琼枝 yu'shu'qiong'zhi
震天撼地 zhen'tian'han'di
锦心绣口 jin'xin'xiu'kou
凄然泪下 qi'ran'lei'xia
以目示意 yi'mu'shi'yi
铁腕人物 tie'wan'ren'wu
十年磨剑 shi'nian'mo'jian
纲常名教 gang'chang'ming'jiao
九牛二虎 jiu'niu'er'hu
一轰而散 yi'hong'er'san
根深柢固 gen'shen'di'gu
不关痛痒 bu'guan'tong'yang
鸡皮鹤发 ji'pi'he'fa
没轻没重 mei'qing'mei'zhong
一动不如一静 yi'dong'bu'ru'yi'jing
十方世界 shi'fang'shi'jie
不依不挠 bu'yi'bu'nao
干一行爱一行 gan'yi'xing'ai'yi'xing
天下文章一大抄 tian'xia'wen'zhang'yi'da'chao
来者犹可追 lai'zhe'you'ke'zhui
寝不安席 qin'bu'an'xi
蜀中无大将 shu'zhong'wu'da'jiang
众生平等 zhong'sheng'ping'deng
语不惊人 yu'bu'jing'ren
功过相抵 gong'guo'xiang'di
无形损耗 wu'xing'sun'hao
九门提督 jiu'men'ti'du
精锐之师 jing'rui'zhi'shi
变生肘腋 bian'sheng'zhou'ye
安危冷暖 an'wei'leng'nuan
无功受禄 wu'gong'shou'lu
心如铁石 xin'ru'tie'shi
杳如黄鹤 yao'ru'huang'he
烟视媚行 yan'shi'mei'xing
积善成德 ji'shan'cheng'de
小乔初嫁 xiao'qiao'chu'jia
强弓硬弩 qiang'gong'ying'nu
步伐一致 bu'fa'yi'zhi
相形见拙 xiang'xing'jian'zhuo
十洲三岛 shi'zhou'san'dao
抽肥补瘦 chou'fei'bu'shou
吃饱穿暖 chi'bao'chuan'nuan
云开见日 yun'kai'jian'ri
狗嘴吐不出象牙 gou'zui'tu'bu'chu'xiang'ya
诡谲多变 gui'jue'duo'bian
挂冠而去 gua'guan'er'qu
一箭之遥 yi'jian'zhi'yao
六朝金粉 liu'chao'jin'fen
尽欢而散 jin'huan'er'san
同生死共患难 tong'sheng'si'gong'huan'nan
漫无止境 man'wu'zhi'jing
点铁成金 dian'tie'cheng'jin
载沉载浮 zai'chen'zai'fu
竹杖芒鞋 zhu'zhang'mang'xie
真龙天子 zhen'long'tian'zi
免开尊口 mian'kai'zun'kou
满清十大酷刑 man'qing'shi'da'ku'xing
三朋四友 san'peng'si'you
吃亏上当 chi'kui'shang'dang
雨过地皮湿 yu'guo'di'pi'shi
五色斑斓 wu'se'ban'lan
虎啸龙吟 hu'xiao'long'yin
乐以忘忧 le'yi'wang'you
出家修行 chu'jia'xiu'xing
一笔抹杀 yi'bi'mo'sha
掎角之势 ji'jiao'zhi'shi
泥足巨人 ni'zu'ju'ren
小心驶得万年船 xiao'xin'shi'de'wan'nian'chuan
积土成山 ji'tu'cheng'shan
俭以养德 jian'yi'yang'de
东游西荡 dong'you'xi'dang
完全出乎意料 wan'quan'chu'hu'yi'liao
饿其体肤 e'qi'ti'fu
好借好还 hao'jie'hao'hai
月满则亏 yue'man'ze'kui
含英咀华 han'ying'ju'hua
走头无路 zou'tou'wu'lu
气冲斗牛 qi'chong'dou'niu
兵精粮足 bing'jing'liang'zu
先小人后君子 xian'xiao'ren'hou'jun'zi
无党无派 wu'dang'wu'pai
遗珠之憾 yi'zhu'zhi'han
三大纪律 san'da'ji'lv
红楼梦中人 hong'lou'meng'zhong'ren
难为无米之炊 nan'wei'wu'mi'zhi'chui
天生我才必有用 tian'sheng'wo'cai'bi'you'yong
情话绵绵 qing'hua'mian'mian
之子于归 zhi'zi'yu'gui
酒后吐真言 jiu'hou'tu'zhen'yan
背后一套 bei'hou'yi'tao
悬而不决 xuan'er'bu'jue
稀世之珍 xi'shi'zhi'zhen
拨开云雾见青天 bo'kai'yun'wu'jian'qing'tian
崎岖坎坷 qi'qu'kan'jiong
光风霁月 guang'feng'ji'yue
笨嘴拙舌 ben'zui'zhuo'she
画中有诗 hua'zhong'you'shi
勤王之师 qin'wang'zhi'shi
转益多师 zhuan'yi'duo'shi
五内如焚 wu'nei'ru'fen
纡尊降贵 yu'zun'jiang'gui
追魂夺命 zhui'hun'duo'ming
鲍鱼之肆 bao'yu'zhi'si
不分轩轾 bu'fen'xuan'zhi
心香一瓣 xin'xiang'yi'ban
病去如抽丝 bing'qu'ru'chou'si
两世为人 liang'shi'wei'ren
失节事大 shi'jie'shi'da
胡里胡涂 hu'li'hu'tu
臭名昭彰 chou'ming'zhao'zhang
母慈子孝 mu'ci'zi'xiao
迁客骚人 qian'ke'sao'ren
功过是非 gong'guo'shi'fei
泥菩萨过河 ni'pu'sa'guo'he
不解其意 bu'jie'qi'yi
意在笔先 yi'zai'bi'xian
餐风饮露 can'feng'yin'lu
城门失火殃及池鱼 cheng'men'shi'huo'yang'ji'chi'yu
弃笔从戎 qi'bi'cong'rong
言出法随 yan'chu'fa'sui
顿开茅塞 dun'kai'mao'sai
安邦治国 an'bang'zhi'guo
看风使舵 kan'feng'shi'duo
乌江自刎 wu'jiang'zi'wen
恍恍忽忽 huang'huang'hu'hu
名声赫赫 ming'sheng'he'he
涕泪交加 ti'lei'jiao'jia
赳赳武夫 jiu'jiu'wu'fu
临渴掘井 lin'ke'jue'jing
竹篱茅舍 zhu'li'mao'she
你知我知 ni'zhi'wo'zhi
高山大川 gao'shan'da'chuan
聚少成多 ju'shao'cheng'duo
深恶痛疾 shen'e'tong'ji
攻其无备 gong'qi'wu'bei
劈荆斩棘 pi'jing'zhan'ji
优胜劣败 you'sheng'lie'bai
不是省油的灯 bu'shi'sheng'you'de'deng
明修栈道暗度陈仓 ming'xiu'zhan'dao'an'du'chen'cang
书香人家 shu'xiang'ren'jia
仆仆风尘 pu'pu'feng'chen
声色不动 sheng'se'bu'dong
纲常伦理 gang'chang'lun'li
恩威并用 en'wei'bing'yong
尽忠职守 jin'zhong'zhi'shou
三起三落 san'qi'san'luo
一个不留神 yi'ge'bu'liu'shen
滑稽可笑 hua'ji'ke'xiao
不到黄河不死心 bu'dao'huang'he'bu'si'xin
相辅而行 xiang'fu'er'xing
韦编三绝 wei'bian'san'jue
慎终如始 shen'zhong'ru'shi
水可载舟 shui'ke'zai'zhou
云消雾散 yun'xiao'wu'san
沁入心脾 qin'ru'xin'pi
处境困难 chu'jing'kun'nan
小处着手 xiao'chu'zhe'shou
山鸣谷应 shan'ming'gu'ying
一手交钱一手交货 yi'shou'jiao'qian'yi'shou'jiao'huo
奉为神明 feng'wei'shen'ming
慢声细语 man'sheng'xi'yu
忸忸怩怩 niu'niu'ni'ni
没见过世面 mei'jian'guo'shi'mian
涕泪交流 ti'lei'jiao'liu
化悲痛为力量 hua'bei'tong'wei'li'liang
拖拖沓沓 tuo'tuo'da'da
